Code;Bahnhof_Haltestelle;Bezugsjahr;DTV;DWV;Eigner;Bemerkung;geopos;lod
FRIN;Frinvillier-Taubenloch;2016-01-01;140;150.0;CFF;;47.1694441249, 7.25752019856;http://lod.opentransportdata.swiss/didok/8504301
ESP;Essert-Pittet;2016-01-01;50;50.0;CFF;;46.7276595753, 6.58065762221;http://lod.opentransportdata.swiss/didok/8501111
GKD;Gelterkinden;2016-01-01;4900;5500.0;SBB;;47.4658812396, 7.84765271265;http://lod.opentransportdata.swiss/didok/8500027
EWMA;Ewil Maxon;2016-01-01;230;300.0;ZB;;46.8607235978, 8.21867105657;http://lod.opentransportdata.swiss/didok/8508327
GELF;Gelfingen;2016-01-01;340;370.0;SBB;;47.2135545697, 8.26480670843;http://lod.opentransportdata.swiss/didok/8502026
VSX;Versoix;2014-01-01;2700;3200.0;CFF;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;46.2797158332, 6.16574632626;http://lod.opentransportdata.swiss/didok/8501022
VV;Vevey;2014-01-01;19900;22800.0;CFF;Inklusive Bahnverkehr MVR.;46.4629974303, 6.84345000982;http://lod.opentransportdata.swiss/didok/8501200
VG;Villars-sur-Glâne;2014-01-01;170;210.0;CFF;;46.7898250195, 7.11638853683;http://lod.opentransportdata.swiss/didok/8504030
TLH;Thalheim-Altikon;2014-01-01;150;160.0;SBB;;47.5696197047, 8.75762721172;http://lod.opentransportdata.swiss/didok/8506022
VEY;Veytaux-Chillon;2014-01-01;130;130.0;CFF;;46.4176118611, 6.92785847954;http://lod.opentransportdata.swiss/didok/8501302
VVFU;Vevey-Funi;2014-01-01;110;120.0;CFF;;46.4682716114, 6.8354371001;http://lod.opentransportdata.swiss/didok/8504015
TUR;Turtmann;2014-01-01;290;330.0;SBB;;46.3093240882, 7.69960071796;http://lod.opentransportdata.swiss/didok/8501602
TRI;Trimbach;2014-01-01;80;90.0;SBB;;47.3660466339, 7.90427743742;http://lod.opentransportdata.swiss/didok/8500037
VT;Villeret;2014-01-01;140;150.0;CFF;;47.1601953195, 7.01967397553;http://lod.opentransportdata.swiss/didok/8504309
TH;Thun;2014-01-01;32000;35300.0;SBB;;46.7548532939, 7.62959464395;http://lod.opentransportdata.swiss/didok/8507100
BER;Berlingen;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6732101292, 9.02200129854;http://lod.opentransportdata.swiss/didok/8506135
BMA;Bauma;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.3688358029, 8.87821095251;http://lod.opentransportdata.swiss/didok/8503134
BSSJ;Basel St. Johann;2016-01-01;130;160.0;SBB;;47.5702960042, 7.57251267012;http://lod.opentransportdata.swiss/didok/8500016
BLGK;Baldegg Kloster;2016-01-01;490;660.0;SBB;;47.1806078267, 8.28057856573;http://lod.opentransportdata.swiss/didok/8516353
BNZ;Benzenschwil;2016-01-01;200;240.0;SBB;;47.2468435811, 8.36559619501;http://lod.opentransportdata.swiss/didok/8502216
BEL;Bellinzona;2016-01-01;13200;14700.0;FFS;;46.195436816, 9.02950898687;http://lod.opentransportdata.swiss/didok/8505213
BTW;Bettwiesen;2016-01-01;200;240.0;THURBO;;47.498616599, 9.02076959637;http://lod.opentransportdata.swiss/didok/8506182
BF;Belfaux CFF;2016-01-01;500;610.0;CFF;;46.8169170976, 7.10622789234;http://lod.opentransportdata.swiss/didok/8504139
BAL;Balerna;2016-01-01;800;1000.0;FFS;;45.846756939, 9.00503477094;http://lod.opentransportdata.swiss/didok/8505306
BNK;Benken;2016-01-01;290;330.0;SBB;;47.2044563538, 9.00863107374;http://lod.opentransportdata.swiss/didok/8503118
ERM;Ermatingen;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6699950278, 9.08565476022;http://lod.opentransportdata.swiss/didok/8506133
EZ;Eschenz;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6454101495, 8.87653687685;http://lod.opentransportdata.swiss/didok/8506138
DOT;Dottikon-Dintikon;2016-01-01;1400;1800.0;SBB;;47.3736425259, 8.23468774088;http://lod.opentransportdata.swiss/didok/8502212
DOR;Dornach-Arlesheim;2016-01-01;4700;5500.0;SBB;;47.488608339, 7.61110691339;http://lod.opentransportdata.swiss/didok/8500118
ERLB;Erlenbach ZH;2016-01-01;3600;4200.0;SBB;;47.3057853122, 8.59150489466;http://lod.opentransportdata.swiss/didok/8503102
ECL;Eclépens;2016-01-01;240;300.0;CFF;;46.6571840947, 6.55242099774;http://lod.opentransportdata.swiss/didok/8501114
DUG;Duggingen;2016-01-01;550;630.0;SBB;;47.4534348999, 7.60344839068;http://lod.opentransportdata.swiss/didok/8500116
ESL;Eschlikon;2016-01-01;1300;1500.0;SBB;;47.4614892248, 8.95851470682;http://lod.opentransportdata.swiss/didok/8506011
DU;Dulliken;2016-01-01;340;400.0;SBB;;47.3542660407, 7.94648945968;http://lod.opentransportdata.swiss/didok/8502110
EGL;Eglisau;2016-01-01;1600;1800.0;SBB;;47.5723728054, 8.51653513851;http://lod.opentransportdata.swiss/didok/8503402
BRN;Brunnadern-Neckertal;2016-01-01;560;620.0;SOB;;47.3373099651, 9.12987663188;http://lod.opentransportdata.swiss/didok/8506294
CAST;Castione-Arbedo;2016-01-01;940;1100.0;FFS;;46.2252573555, 9.04139950613;http://lod.opentransportdata.swiss/didok/8505212
BRUE;Brünig-Hasliberg;2016-01-01;480;430.0;ZB;;46.7577632267, 8.13864485952;http://lod.opentransportdata.swiss/didok/8508309
BUET;Bütschwil;2016-01-01;1200;1300.0;SBB;;47.3595914091, 9.07513534617;http://lod.opentransportdata.swiss/didok/8506203
BCT;Boncourt;2016-01-01;220;260.0;CFF;;47.4926207616, 7.01654285948;http://lod.opentransportdata.swiss/didok/8500128
BDF;Burgdorf;2016-01-01;15600;17900.0;SBB;;47.0606957305, 7.62168894507;http://lod.opentransportdata.swiss/didok/8508005
BONI;Boniswil;2016-01-01;300;340.0;SBB;;47.3150345145, 8.1845453245;http://lod.opentransportdata.swiss/didok/8502032
BDR;Boudry;2016-01-01;260;280.0;CFF;;46.9594442223, 6.83504632593;http://lod.opentransportdata.swiss/didok/8504208
BUB;Bubikon;2016-01-01;5200;6100.0;SBB;;47.2708395927, 8.82270102308;http://lod.opentransportdata.swiss/didok/8503122
BO;Bodio;2016-01-01;50;50.0;FFS;;46.3802576814, 8.90655905474;http://lod.opentransportdata.swiss/didok/8505207
CRGD;Creux-de-Genthod;2016-01-01;390;450.0;CFF;;46.263759507, 6.16132058711;http://lod.opentransportdata.swiss/didok/8501012
CHAR;Charrat-Fully;2016-01-01;460;570.0;CFF;;46.1268026313, 7.12647773348;http://lod.opentransportdata.swiss/didok/8501501
CTT;Courtételle;2016-01-01;410;470.0;CFF;;47.3428223281, 7.3179306259;http://lod.opentransportdata.swiss/didok/8500120
CHY;Chambésy;2016-01-01;540;610.0;CFF;;46.2423769792, 6.14733924476;http://lod.opentransportdata.swiss/didok/8501020
CLB;Colombier;2016-01-01;330;390.0;CFF;;46.9676392173, 6.84886986434;http://lod.opentransportdata.swiss/didok/8504209
DIE;Diepflingen;2016-01-01;150;170.0;SBB;;47.4495555927, 7.8377022189;http://lod.opentransportdata.swiss/didok/8500031
CHI;Chiasso;2016-01-01;5300;6300.0;FFS;;45.8321788009, 9.03144057629;http://lod.opentransportdata.swiss/didok/8505307
DTF;Dietfurt;2016-01-01;240;280.0;SBB;;47.3445497083, 9.07830029592;http://lod.opentransportdata.swiss/didok/8506202
DIH;Dinhard;2016-01-01;190;210.0;SBB;;47.5533468989, 8.75295793686;http://lod.opentransportdata.swiss/didok/8506021
CH;Chur;2016-01-01;23500;24000.0;SBB;;46.8530797552, 9.52892561961;http://lod.opentransportdata.swiss/didok/8509000
GE;Genève;2016-01-01;63400;73700.0;CFF;Ohne SNCF.;46.2102022669, 6.14245302875;http://lod.opentransportdata.swiss/didok/8501008
GSS;Gossau SG;2016-01-01;10200;11100.0;SBB;;47.4118296551, 9.25303263655;http://lod.opentransportdata.swiss/didok/8506210
GIB;Gibswil;2016-01-01;250;270.0;SBB;;47.3137146634, 8.9154940778;http://lod.opentransportdata.swiss/didok/8503137
CHE;Chénens;2014-01-01;190;240.0;CFF;;46.7492007014, 7.00043211139;http://lod.opentransportdata.swiss/didok/8504025
CORN;Cornaux;2014-01-01;440;530.0;CFF;;47.0385599223, 7.0233637328;http://lod.opentransportdata.swiss/didok/8504223
CHS;Cheyres;2014-01-01;210;230.0;CFF;;46.8169390093, 6.78639389651;http://lod.opentransportdata.swiss/didok/8504131
CL;Clarens;2014-01-01;1900;2200.0;CFF;;46.442731817, 6.895777987;http://lod.opentransportdata.swiss/didok/8501203
CU;Cully;2014-01-01;1400;1500.0;CFF;;46.488550014, 6.72714757327;http://lod.opentransportdata.swiss/didok/8501124
EK;Ebnat-Kappel;2014-01-01;470;510.0;SOB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.2636596831, 9.12097543526;http://lod.opentransportdata.swiss/didok/8506297
ERM;Ermatingen;2014-01-01;730;780.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6699950278, 9.08565476022;http://lod.opentransportdata.swiss/didok/8506133
FRB;Freienbach SBB;2014-01-01;420;490.0;SBB;;47.2073074882, 8.75619939808;http://lod.opentransportdata.swiss/didok/8503210
ER;Erstfeld;2014-01-01;890;940.0;SBB;;46.8203404742, 8.6504428878;http://lod.opentransportdata.swiss/didok/8505114
FMS;Flums;2014-01-01;470;520.0;SBB;;47.0966128468, 9.34791662857;http://lod.opentransportdata.swiss/didok/8509413
FA;Faido;2014-01-01;300;330.0;FFS;;46.48307671, 8.79070214577;http://lod.opentransportdata.swiss/didok/8505204
EGN;Egnach;2014-01-01;310;330.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5439914495, 9.38300007743;http://lod.opentransportdata.swiss/didok/8506309
DT;Dietikon;2014-01-01;19500;22700.0;SBB;Ohne BDWM.;47.405777802, 8.40496908474;http://lod.opentransportdata.swiss/didok/8503508
DOT;Dottikon-Dintikon;2014-01-01;1300;1600.0;SBB;;47.3736425259, 8.23468774088;http://lod.opentransportdata.swiss/didok/8502212
DOM;Domdidier;2014-01-01;370;440.0;CFF;;46.8685046705, 7.01138032832;http://lod.opentransportdata.swiss/didok/8504125
EIS;Einsiedeln;2014-01-01;3300;3500.0;SOB;;47.1285821379, 8.74446828516;http://lod.opentransportdata.swiss/didok/8503283
DIE;Diepflingen;2014-01-01;140;150.0;SBB;;47.4495555927, 7.8377022189;http://lod.opentransportdata.swiss/didok/8500031
EF;Effretikon;2014-01-01;16600;19300.0;SBB;;47.4258103324, 8.68666226267;http://lod.opentransportdata.swiss/didok/8503305
DI;Dielsdorf;2014-01-01;2300;2700.0;SBB;;47.4824133475, 8.45942183431;http://lod.opentransportdata.swiss/didok/8503315
DU;Dulliken;2014-01-01;560;690.0;SBB;;47.3542660407, 7.94648945968;http://lod.opentransportdata.swiss/didok/8502110
DIH;Dinhard;2014-01-01;180;190.0;SBB;;47.5533468989, 8.75295793686;http://lod.opentransportdata.swiss/didok/8506021
FRIN;Frinvillier-Taubenloch;2014-01-01;150;160.0;CFF;;47.1694441249, 7.25752019856;http://lod.opentransportdata.swiss/didok/8504301
FRE;Frenkendorf-Füllinsdorf;2014-01-01;3600;4100.0;SBB;;47.501457047, 7.71909156777;http://lod.opentransportdata.swiss/didok/8500022
GESE;Genève-Sécheron;2014-01-01;730;990.0;CFF;;46.222435146, 6.14455938175;http://lod.opentransportdata.swiss/didok/8516283
GKD;Gelterkinden;2014-01-01;4900;5500.0;SBB;;47.4658812396, 7.84765271265;http://lod.opentransportdata.swiss/didok/8500027
HAE;Hägendorf;2014-01-01;1400;1700.0;SBB;;47.3302605109, 7.84380971731;http://lod.opentransportdata.swiss/didok/8500215
HEBG;Heerbrugg;2014-01-01;3700;4300.0;SBB;;47.4103853071, 9.62724352946;http://lod.opentransportdata.swiss/didok/8506317
GRF;Grüenfeld;2014-01-01;260;290.0;SOB;;47.1982881429, 8.68727820247;http://lod.opentransportdata.swiss/didok/8503293
GIB;Gibswil;2014-01-01;240;270.0;SBB;;47.3137146634, 8.9154940778;http://lod.opentransportdata.swiss/didok/8503137
KL;Kloten;2014-01-01;5400;6300.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.4486070251, 8.58379121249;http://lod.opentransportdata.swiss/didok/8503308
KOL;Kollbrunn;2014-01-01;1300;1500.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.4583242963, 8.77399383924;http://lod.opentransportdata.swiss/didok/8506004
KRA;Kradolf;2014-01-01;460;540.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5247196873, 9.20155757744;http://lod.opentransportdata.swiss/didok/8506216
KURZ;Kurzrickenbach Seepark;2014-01-01;530;600.0;SBB;;47.6430854799, 9.19634957486;http://lod.opentransportdata.swiss/didok/8506119
LAM;Lamone-Cadempino;2014-01-01;1600;2100.0;FFS;;46.0397205271, 8.93212223946;http://lod.opentransportdata.swiss/didok/8505219
LF;Läufelfingen;2014-01-01;450;520.0;SBB;;47.3921249769, 7.85621326784;http://lod.opentransportdata.swiss/didok/8500035
NV;La Neuveville;2014-01-01;1400;1600.0;CFF;;47.0628240754, 7.09522000485;http://lod.opentransportdata.swiss/didok/8504226
LHE;La Heutte;2014-01-01;130;150.0;CFF;;47.1894830754, 7.22538868069;http://lod.opentransportdata.swiss/didok/8504303
LFG;Laufenburg;2014-01-01;810;910.0;SBB;;47.5597640916, 8.06127319304;http://lod.opentransportdata.swiss/didok/8500322
MAM;Mammern;2014-01-01;290;300.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6441576694, 8.91398444987;http://lod.opentransportdata.swiss/didok/8506137
COL;Le Locle-Col-des-Roches;2014-01-01;210;280.0;CFF;;47.0498780241, 6.72606805002;http://lod.opentransportdata.swiss/didok/8504317
CRET;Le Crêt-du-Locle;2014-01-01;300;410.0;CFF;;47.0775941385, 6.78517707886;http://lod.opentransportdata.swiss/didok/8504315
HGV;Les Hauts-Geneveys;2014-01-01;920;1100.0;CFF;;47.0471709782, 6.87466858452;http://lod.opentransportdata.swiss/didok/8504237
LU;Luchsingen-Hätzingen;2014-01-01;360;410.0;SBB;;46.9650649888, 9.0390086553;http://lod.opentransportdata.swiss/didok/8503236
LGP;Lugano-Paradiso;2014-01-01;850;970.0;FFS;;45.9889500461, 8.94627572854;http://lod.opentransportdata.swiss/didok/8505301
MAG;Magadino-Vira;2014-01-01;70;70.0;FFS;;46.1453223595, 8.85017913795;http://lod.opentransportdata.swiss/didok/8505406
ALD;Luzern Allmend;2014-01-01;1100;1100.0;ZB;;47.0350821216, 8.30330764098;http://lod.opentransportdata.swiss/didok/8508321
LIG;Ligerz;2014-01-01;370;340.0;SBB;;47.0837604425, 7.13514479553;http://lod.opentransportdata.swiss/didok/8504227
LK;Leuk;2014-01-01;2400;2500.0;SBB;;46.3118851335, 7.64394777254;http://lod.opentransportdata.swiss/didok/8501601
MANN;Mannenbach-Salenstein;2014-01-01;230;230.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6736499577, 9.05277922071;http://lod.opentransportdata.swiss/didok/8506134
MOR;Morges;2014-01-01;15100;18000.0;CFF;Ohne MBC.;46.5110918027, 6.49396427184;http://lod.opentransportdata.swiss/didok/8501037
MOSM;Mendrisio S. Martino;2014-01-01;440;440.0;FFS;;45.8776518954, 8.98302829339;http://lod.opentransportdata.swiss/didok/8518475
MAR;Maroggia-Melano;2014-01-01;600;720.0;FFS;;45.9324428303, 8.97393689235;http://lod.opentransportdata.swiss/didok/8505303
STJ;Morges-St-Jean;2014-01-01;470;570.0;CFF;;46.5181892679, 6.50804512989;http://lod.opentransportdata.swiss/didok/8501047
MOER;Mörschwil;2014-01-01;270;280.0;SBB;;47.4747707737, 9.41437284119;http://lod.opentransportdata.swiss/didok/8506304
MEN;Mendrisio;2014-01-01;3300;4100.0;FFS;;45.8691205007, 8.97860209025;http://lod.opentransportdata.swiss/didok/8505305
MEZ;Mezzovico;2014-01-01;460;600.0;FFS;;46.0942810833, 8.92858485104;http://lod.opentransportdata.swiss/didok/8505217
MEG;Meggen;2014-01-01;120;130.0;SBB;;47.0501422644, 8.38304450517;http://lod.opentransportdata.swiss/didok/8505001
MOLS;Mols;2014-01-01;90;100.0;SBB;;47.1129874927, 9.27680343664;http://lod.opentransportdata.swiss/didok/8509415
OGL;Oberglatt;2014-01-01;7700;8900.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.4702034518, 8.51060488949;http://lod.opentransportdata.swiss/didok/8503312
PALV;Palézieux-Village;2014-01-01;90;100.0;CFF;;46.5572387745, 6.82834014222;http://lod.opentransportdata.swiss/didok/8504016
ORDD;Oberrieden Dorf;2014-01-01;1300;1600.0;SBB;;47.2767239721, 8.57763334225;http://lod.opentransportdata.swiss/didok/8502209
NOI;Noiraigue;2014-01-01;350;330.0;CFF;;46.9549132858, 6.72179933612;http://lod.opentransportdata.swiss/didok/8504216
PON;Pontenet;2014-01-01;50;50.0;CFF;;47.2388419265, 7.25415352503;http://lod.opentransportdata.swiss/didok/8500135
NO;Nottwil;2014-01-01;810;920.0;SBB;;47.1388047171, 8.13858805823;http://lod.opentransportdata.swiss/didok/8502008
KAI;Kaiserstuhl OW;2014-01-01;150;150.0;ZB;;46.8143668075, 8.17550583177;http://lod.opentransportdata.swiss/didok/8508311
HU;Hunzenschwil;2014-01-01;440;540.0;SBB;;47.3882836417, 8.12567843923;http://lod.opentransportdata.swiss/didok/8502104
HDK;Hendschiken;2014-01-01;380;450.0;SBB;;47.3894242237, 8.20737399629;http://lod.opentransportdata.swiss/didok/8502211
KAB;Kaltbrunn;2014-01-01;260;300.0;SBB;;47.2179781456, 9.02241755712;http://lod.opentransportdata.swiss/didok/8503117
HEN;Henniez;2014-01-01;50;60.0;CFF;;46.7349960085, 6.87010300707;http://lod.opentransportdata.swiss/didok/8504141
IM;Immensee;2014-01-01;390;500.0;SBB;;47.0916137781, 8.46266014649;http://lod.opentransportdata.swiss/didok/8505003
KN;Kempten;2014-01-01;1700;2000.0;SBB;;47.3320368667, 8.80470571863;http://lod.opentransportdata.swiss/didok/8503300
HG;Horgen;2014-01-01;7400;8900.0;SBB;;47.2614824887, 8.59690458831;http://lod.opentransportdata.swiss/didok/8503204
IL;Illnau;2014-01-01;1900;2200.0;SBB;;47.4088192343, 8.72270382261;http://lod.opentransportdata.swiss/didok/8503303
MSCH;Münsterlingen-Scherzingen;2014-01-01;300;320.0;SBB;;47.6334235783, 9.2269983596;http://lod.opentransportdata.swiss/didok/8506126
NRRB;Niederrickenbach Station;2014-01-01;60;50.0;ZB;;46.9278346971, 8.39619411198;http://lod.opentransportdata.swiss/didok/8508384
NAEF;Näfels-Mollis;2014-01-01;1500;1700.0;SBB;;47.0987196928, 9.0699449253;http://lod.opentransportdata.swiss/didok/8503227
NIE;Niederhasli;2014-01-01;1800;2100.0;SBB;;47.4783287603, 8.48869130494;http://lod.opentransportdata.swiss/didok/8503314
NHOF;Neuenhof;2014-01-01;1500;1700.0;SBB;;47.4506605026, 8.33123368601;http://lod.opentransportdata.swiss/didok/8503511
MH;Mühlehorn;2014-01-01;160;160.0;SBB;;47.1178401962, 9.17300255739;http://lod.opentransportdata.swiss/didok/8509418
NET;Netstal;2014-01-01;800;930.0;SBB;;47.0645276001, 9.05942421662;http://lod.opentransportdata.swiss/didok/8503228
MUEH;Mühlau;2014-01-01;170;200.0;SBB;;47.225014385, 8.3885103326;http://lod.opentransportdata.swiss/didok/8502217
MG;Murg;2014-01-01;240;240.0;SBB;;47.1131764998, 9.21502492933;http://lod.opentransportdata.swiss/didok/8509417
NHRH;Neuhausen Rheinfall;2014-01-01;;;SBB;;47.6796483277, 8.61745857524;http://lod.opentransportdata.swiss/didok/8518924
RMZ;Rämismühle-Zell;2014-01-01;590;670.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.4415398241, 8.81911811289;http://lod.opentransportdata.swiss/didok/8506006
REU;Reuchenette-Péry;2014-01-01;420;500.0;CFF;;47.1897281967, 7.24701400432;http://lod.opentransportdata.swiss/didok/8504302
RZO;Ranzo-S. Abbondio;2014-01-01;50;50.0;FFS;;46.1169976034, 8.77653228958;http://lod.opentransportdata.swiss/didok/8505408
POR;Porrentruy;2014-01-01;2700;3300.0;CFF;;47.420909698, 7.08007451034;http://lod.opentransportdata.swiss/didok/8500126
PR;Pratteln;2014-01-01;7800;9200.0;SBB;;47.522657608, 7.69080243836;http://lod.opentransportdata.swiss/didok/8500021
RIV;Rivaz;2014-01-01;150;140.0;CFF;;46.4741966711, 6.78458954595;http://lod.opentransportdata.swiss/didok/8501126
PU;Pully;2014-01-01;1900;2300.0;CFF;;46.5109189922, 6.65946254087;http://lod.opentransportdata.swiss/didok/8501121
RZ;Rafz;2014-01-01;1700;2000.0;SBB;;47.6037893298, 8.54342564763;http://lod.opentransportdata.swiss/didok/8503404
CF;La Chaux-de-Fonds;2016-01-01;8100;9500.0;CFF;Ohne CJ und TRN.;47.0986436492, 6.82601877705;http://lod.opentransportdata.swiss/didok/8504314
KAAG;Kaiserstuhl AG;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5664464571, 8.41914841526;http://lod.opentransportdata.swiss/didok/8503413
KRU;Krummenau;2016-01-01;;;SOB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.2488574907, 9.16794206645;http://lod.opentransportdata.swiss/didok/8506298
KKO;Kölliken Oberdorf;2016-01-01;190;220.0;SBB;;47.3246738705, 8.01907059825;http://lod.opentransportdata.swiss/didok/8502122
KUE;Küssnacht am Rigi;2016-01-01;2200;2400.0;SBB;;47.0835940036, 8.4334940573;http://lod.opentransportdata.swiss/didok/8505002
